FECcommittee,icpsr,first,last,fullname,state,chamber,district,party,start,end,twitter,fold,num.tweets,done.handle.no.file,missing,tweets.svd,prop.tweets,has.alt,multiple.dist,alt.dist,dup.account,Official
C00458059,40900,mark,begich,markbegich,AK,Senate,NA,D,1/6/2009,1/3/2015,MarkBegich,,,,,,,1,,,,0
C00476325,21141,dan,benishek,danbenishek,MI,House,1,R,1/5/2011,1/3/2017,congressmandan,7,571,0,0,471,0.825,1,,,,0
C00476325,21141,dan,benishek,danbenishek,MI,House,1,R,1/5/2011,1/3/2017,Benishek,,,,,,,1,,,,0
C00458398,40910,michael,bennet,michaelbennet,CO,Senate,NA,D,1/22/2009,1/3/2023,senbennetco,2,1582,0,0,1316,0.832,1,,,,1
C00458398,40910,michael,bennet,michaelbennet,CO,Senate,NA,D,1/22/2009,1/3/2023,BennetForCO,,,,,,,1,,,,0
C00656033,21336,kerry,bentivolio,kerrybentivolio,MI,House,11,R,1/3/2013,1/3/2015,repkerryb,5,1106,0,1,NA,NA,1,,,,1
C00656033,21336,kerry,bentivolio,kerrybentivolio,MI,House,11,R,1/3/2013,1/3/2015,KerryB4Congress,,,,,,,1,,,,0
C00461061,21304,ami,bera,amibera,CA,House,7,D,1/3/2013,1/3/2019,repbera,0,2417,0,0,2217,0.917,1,,,,1
C00461061,21304,ami,bera,amibera,CA,House,7,D,1/3/2013,1/3/2019,BeraForCongress,,,,,,,1,,,,0
C00496703,21160,rick,berg,rickberg,ND,House,1,R,1/5/2011,1/3/2013,rickbergnd,7,276,0,0,265,0.96,0,,,,0
C00614214,21704,jack,bergman,jackbergman,MI,House,1,R,1/3/2017,1/3/2019,repjackbergman,3,260,0,0,164,0.631,1,,,,1
C00614214,21704,jack,bergman,jackbergman,MI,House,1,R,1/3/2017,1/3/2019,JackBergman_MI1,,,,,,,1,,,,0
C00325738,29922,shelley,berkley,shelleyberkley,NV,House,1,D,1/6/1999,1/3/2013,repberkley,1,469,1,0,NA,NA,1,,,,1
C00325738,29922,shelley,berkley,shelleyberkley,NV,House,1,D,1/6/1999,1/3/2013,Berkley4Senate,,,,,,,1,,,,0
C00147686,15005,howard,berman,howardberman,CA,House,28,D,1/3/1983,1/3/2013,rephowardberman,4,158,1,0,NA,NA,1,,,,1
C00147686,15005,howard,berman,howardberman,CA,House,28,D,1/3/1983,1/3/2013,HowardBerman,,,,,,,1,,,,0
C00555888,21554,donald,beyer,donaldbeyer,VA,House,8,D,1/6/2015,1/3/2019,repdonbeyer,2,6355,0,0,3774,0.594,1,,,,1
C00555888,21554,donald,beyer,donaldbeyer,VA,House,8,D,1/6/2015,1/3/2019,DonBeyerVA,,,,,,,1,,,,0
C00334037,14101,joseph,biden,josephbiden,DE,Senate,NA,D,1/3/1973,1/15/2009,joebiden,0,1230,1,0,NA,NA,0,,,,0
C00330241,29912,judy,biggert,judybiggert,IL,House,13,R,1/6/1999,1/3/2013,judybiggert,1,903,1,0,NA,NA,0,,,,0
C00610451,21705,andy,biggs,andybiggs,AZ,House,5,R,1/3/2017,1/3/2019,andybiggs4az,7,637,0,1,NA,NA,1,,,,0
C00610451,21705,andy,biggs,andybiggs,AZ,House,5,R,1/3/2017,1/3/2019,RepAndyBiggsAZ,,,,,,,1,,,,1
C00300830,29508,brian,bilbray,brianbilbray,CA,House,50,R,1/4/1995,1/3/2013,bilbrayca50,0,528,0,0,377,0.714,1,,,,0
C00300830,29508,brian,bilbray,brianbilbray,CA,House,50,R,1/4/1995,1/3/2013,brianbilbray,,,,,,,1,,,,0
C00408534,20758,gus,bilirakis,gusbilirakis,FL,House,12,R,1/4/2007,1/3/2019,repgusbilirakis,3,5087,1,0,3888,0.764,1,,,,1
C00408534,20758,gus,bilirakis,gusbilirakis,FL,House,12,R,1/4/2007,1/3/2019,Bilirakis,,,,,,,1,,,,0
C00561001,21527,mike,bishop,mikebishop,MI,House,8,R,1/6/2015,1/3/2019,repmikebishop,3,1342,0,0,906,0.675,1,,,,1
C00561001,21527,mike,bishop,mikebishop,MI,House,8,R,1/6/2015,1/3/2019,ElectMikeBishop,,,,,,,1,,,,0
C00561001,21527,mike,bishop,mikebishop,MI,House,8,R,1/6/2015,1/3/2019,MikeBishopMI,,,,,,,1,,,,0
C00374231,20357,rob,bishop,robbishop,UT,House,1,R,1/7/2003,1/3/2019,reprobbishop,3,0,1,0,NA,NA,1,,,,1
C00374231,20357,rob,bishop,robbishop,UT,House,1,R,1/7/2003,1/3/2019,RobBishopUT,,,,,,,1,,,,0
C00266940,29339,sanford,bishop,sanfordbishop,GA,House,2,D,1/5/1993,1/3/2019,sanfordbishop,2,1626,0,0,1299,0.799,0,,,,0
C00375618,20338,timothy,bishop,timothybishop,NY,House,1,D,1/7/2003,1/3/2015,timbishopny,0,1497,0,0,1031,0.689,9,,,,0
C00472878,21180,diane,black,dianeblack,TN,House,6,R,1/5/2011,1/3/2019,repdianeblack,1,4987,0,0,3070,0.616,1,,,,1
C00472878,21180,diane,black,dianeblack,TN,House,6,R,1/5/2011,1/3/2019,DianeBlackTN,,,,,,,1,,,,0
C00376939,20351,marsha,blackburn,marshablackburn,TN,House,7,R,1/7/2003,1/3/2019,marshablackburn,2,5270,0,0,4401,0.835,1,,,,0
C00376939,20351,marsha,blackburn,marshablackburn,TN,House,7,R,1/7/2003,1/3/2019,VoteMarsha,,,,,,,1,,,,0
C00543926,21520,rod,blum,rodblum,IA,House,1,R,1/6/2015,1/3/2019,reprodblum,1,1567,0,0,1081,0.69,1,,,,1
C00543926,21520,rod,blum,rodblum,IA,House,1,R,1/6/2015,1/3/2019,RodBlum,,,,,,,1,,,,0
C00543926,21520,rod,blum,rodblum,IA,House,1,R,1/6/2015,1/3/2019,BlumforCongress,,,,,,,1,,,,0
C00307314,29588,earl,blumenauer,earlblumenauer,OR,House,3,D,5/21/1996,1/3/2019,repblumenauer,6,2615,0,0,2328,0.89,0,,,,1
C00492991,41101,richard,blumenthal,richardblumenthal,CT,Senate,NA,D,1/5/2011,1/3/2023,senblumenthal,2,7686,0,0,6187,0.805,1,,,,1
C00492991,41101,richard,blumenthal,richardblumenthal,CT,Senate,NA,D,1/5/2011,1/3/2023,DickBlumenthal,,,,,,,1,,,,0
C00304758,29735,roy,blunt,royblunt,MO,Senate,NA,R,1/7/1997,1/3/2023,royblunt,4,8407,0,0,7329,0.872,0,,,,0
C00590778,21706,lisa,bluntrochester,lisabluntrochester,DE,House,0,D,1/3/2017,1/3/2019,repbrochester,1,88,1,0,60,0.682,1,,,,1
C00590778,21706,lisa,bluntrochester,lisabluntrochester,DE,House,0,D,1/3/2017,1/3/2019,RepLBR,,,,,,,1,,,,1
C00237198,29137,john,boehner,johnboehner,OH,House,8,R,1/3/1991,10/31/2015,speakerboehner,6,22672,0,0,17763,0.783,0,,,,0
C00500421,21198,suzanne,bonamici,suzannebonamici,OR,House,1,D,2/7/2012,1/3/2019,repbonamici,3,1854,1,0,1329,0.717,0,,,,1
C00332890,29775,mary,bonomack,marybonomack,CA,House,45,R,4/7/1998,1/3/2013,marybonousa,0,6484,0,0,1634,0.252,0,,,,0
C00540500,41308,cory,booker,corybooker,NJ,Senate,NA,D,10/31/2013,1/3/2021,corybooker,6,58987,0,0,21441,0.363,1,,,,0
C00540500,41308,cory,booker,corybooker,NJ,Senate,NA,D,10/31/2013,1/3/2021,SenBooker,,,,,,,1,,,,1
C00367979,20101,john,boozman,johnboozman,AR,Senate,NA,R,11/29/2001,1/3/2023,johnboozman,5,3055,0,0,2646,0.866,1,,,,0
C00367979,20101,john,boozman,johnboozman,AR,Senate,NA,R,11/29/2001,1/3/2023,Boozman4AR,,,,,,,1,,,,0
C00410829,20523,dan,boren,danboren,OK,House,2,D,1/4/2005,1/3/2013,danboren,4,0,1,0,NA,NA,0,,,,0
C00546499,21519,mike,bost,mikebost,IL,House,12,R,1/6/2015,1/3/2019,repbost,2,813,0,0,605,0.744,1,,,,1
C00546499,21519,mike,bost,mikebost,IL,House,12,R,1/6/2015,1/3/2019,BostForCongress,,,,,,,1,,,,0
C00546499,21519,mike,bost,mikebost,IL,House,12,R,1/6/2015,1/3/2019,RepMikeBost,,,,,,,1,,,,1
C00316661,29721,leonard,boswell,leonardboswell,IA,House,3,D,1/7/1997,1/3/2013,leonardboswell,1,185,0,0,116,0.627,0,,,,0
C00279315,15011,barbara,boxer,barbaraboxer,CA,Senate,NA,D,1/3/1983,1/3/2017,senatorboxer,2,2231,0,0,1807,0.81,1,,,,1
C00279315,15011,barbara,boxer,barbaraboxer,CA,Senate,NA,D,1/3/1983,1/3/2017,BarbaraBoxer,,,,,,,1,,,,0
C00543363,21548,brendan,boyle,brendanboyle,PA,House,13,D,1/6/2015,1/3/2019,repbrendanboyle,2,4378,0,0,2946,0.673,1,,,,1
C00543363,21548,brendan,boyle,brendanboyle,PA,House,13,D,1/6/2015,1/3/2019,CongBoyle,,,,,,,1,,,,0
C00311043,29760,kevin,brady,kevinbrady,TX,House,8,R,1/7/1997,1/3/2019,repkevinbrady,1,10075,0,0,7439,0.738,1,,,,1
C00311043,29760,kevin,brady,kevinbrady,TX,House,8,R,1/7/1997,1/3/2019,bradyfortexas,,,,,,,1,,,,0
C00333740,29777,robert,brady,robertbrady,PA,House,1,D,5/19/1998,1/3/2019,repbrady,0,662,1,0,516,0.779,0,,,,1
C00409441,20719,bruce,braley,brucebraley,IA,House,1,D,1/4/2007,1/3/2015,brucebraley,2,6247,0,0,4441,0.711,0,,,,0
C00554949,21553,david,brat,davidbrat,VA,House,7,R,11/12/2014,1/3/2019,repdavebrat,1,1397,0,0,1056,0.756,1,,,,1
C00554949,21553,david,brat,davidbrat,VA,House,7,R,11/12/2014,1/3/2019,DaveBratVA7th,,,,,,,1,,,,0
C00502393,21354,jim,bridenstine,jimbridenstine,OK,House,1,R,1/3/2013,1/3/2019,repjbridenstine,1,1434,0,0,1236,0.862,1,,,,1
C00502393,21354,jim,bridenstine,jimbridenstine,OK,House,1,R,1/3/2013,1/3/2019,JimBridenstine,,,,,,,1,,,,0
C00648725,21904,anthony,brindisi,anthonybrindisi,NY,House,22,,,,ABrindisiNY,,,,,,,1,,,,0
C00648725,21904,anthony,brindisi,anthonybrindisi,NY,House,22,,,,RepBrindisi,,,,,,,1,,,,1
C00464149,,mo,brooks,mobrooks,AL,House,5,R,,,MoBrooks,,,,,,,,,,,
C00464149,21193,mo,brooks,mobrooks,AL,House,5,R,1/5/2011,1/3/2019,repmobrooks,3,1153,0,0,958,0.831,1,,,,1
C00464149,21193,mo,brooks,mobrooks,AL,House,5,R,1/5/2011,1/3/2019,mobrooksforsen,,,,,,,1,,,,0
C00464149,21193,mo,brooks,mobrooks,AL,House,5,R,1/5/2011,1/3/2019,MoInTheHouse,,,,,,,1,,,,0
C00500207,21331,susan,brooks,susanbrooks,IN,House,5,R,1/3/2013,1/3/2019,susanwbrooks,5,3244,0,0,1415,0.436,1,,,,0
C00500207,21331,susan,brooks,susanbrooks,IN,House,5,R,1/3/2013,1/3/2019,SusanBrooksIN,,,,,,,1,,,,0
C00432955,20753,paul,broun,paulbroun,GA,House,10,R,7/25/2007,1/3/2015,paulbrounforga,3,1261,0,0,623,0.494,1,,,,0
C00432955,20753,paul,broun,paulbroun,GA,House,10,R,7/25/2007,1/3/2015,paulbrounmd,0,1592,0,0,930,0.584,1,,,,0
C00574640,21707,anthony,brown,anthonybrown,MD,House,4,D,1/3/2017,1/3/2019,anthonybrownmd4,1,1861,0,0,47,0.025,1,,,,0
C00574640,21707,anthony,brown,anthonybrown,MD,House,4,D,1/3/2017,1/3/2019,RepAnthonyBrown,,,,,,,1,,,,1
C00467233,40913,scott,brown,scottbrown,MA,Senate,NA,R,2/4/2010,1/3/2013,senscottbrown,1,4806,0,0,935,0.195,0,,,,1
C00264697,29389,sherrod,brown,sherrodbrown,OH,Senate,NA,D,1/5/1993,1/3/2019,sensherrodbrown,5,2864,0,0,2430,0.848,1,,,,1
C00264697,29389,sherrod,brown,sherrodbrown,OH,Senate,NA,D,1/5/1993,1/3/2019,SherrodBrown,,,,,,,1,,,,0
C00320051,29523,samuel,brownback,samuelbrownback,KS,Senate,NA,R,1/4/1995,1/3/2011,govsambrownback,6,3007,0,1,NA,NA,0,,,,0
C00513077,,julia,brownley,juliabrownley,CA,House,26,D,,,RepBrownley,,,,,,,,,,,
C00513077,21308,julia,brownley,juliabrownley,CA,House,26,D,1/3/2013,1/3/2019,juliabrownley26,3,1278,1,0,1106,0.865,1,,,,0
C00513078,21308,julia,brownley,juliabrownley,CA,House,26,D,1/3/2013,1/3/2019,JuliaBrownley,,,,,,,1,,,,0
C00412759,20709,vern,buchanan,vernbuchanan,FL,House,16,R,1/4/2007,1/3/2019,vernbuchanan,3,2194,0,0,1655,0.754,0,,,,0
C00573378,21510,ken,buck,kenbuck,CO,House,4,R,1/6/2015,1/3/2019,repkenbuck,0,1061,0,0,954,0.899,1,,,,1
C00573379,21510,ken,buck,kenbuck,CO,House,4,R,1/6/2015,1/3/2019,BuckForColorado,,,,,,,1,,,,0
C00468256,21132,larry,bucshon,larrybucshon,IN,House,8,R,1/5/2011,1/3/2019,replarrybucshon,1,4596,0,0,3204,0.697,1,,,,1
C00468256,21132,larry,bucshon,larrybucshon,IN,House,8,R,1/5/2011,1/3/2019,DrLarryBucshon,,,,,,,1,,,,0
C00614776,21708,ted,budd,tedbudd,NC,House,13,R,1/3/2017,1/3/2019,reptedbudd,5,146,0,0,90,0.616,1,,,,1
C00614776,21708,ted,budd,tedbudd,NC,House,13,R,1/3/2017,1/3/2019,buddforcongress,,,,,,,1,,,,0
C00473751,21158,annmarie,buerkle,annmariebuerkle,NY,House,25,R,1/5/2011,1/3/2013,annmbuerkle,4,88,1,1,NA,NA,0,,,,0
C00652149,21905,tim,burchett,timburchett,TN,House,2,,,,timburchett,,,,,,,1,,,,0
C00652149,21905,tim,burchett,timburchett,TN,House,2,,,,RepTimBurchett,,,,,,,1,,,,1
C00372532,,michael,burgess,michaelburgess,TX,House,26,R,,,DrBurgessTX,,,,,,,,,,,
C00372532,20355,michael,burgess,michaelburgess,TX,House,26,R,1/7/2003,1/3/2019,michaelcburgess,6,4734,0,1,NA,NA,0,,,,0
C00385526,29548,richard,burr,richardburr,NC,Senate,NA,R,1/4/1995,1/3/2023,senatorburr,4,3069,1,0,2612,0.851,1,,,,1
C00385526,29548,richard,burr,richardburr,NC,Senate,NA,R,1/4/1995,1/3/2023,BurrForSenate,,,,,,,1,,,,0
C00458349,40903,roland,burris,rolandburris,IL,Senate,NA,D,1/15/2009,11/29/2010,rolandwburris,1,50,0,1,NA,NA,0,,,,0
C00145862,15014,dan,burton,danburton,IN,House,5,R,1/3/1983,1/3/2013,danburton,6,232,0,1,NA,NA,0,,,,0
C00498568,21329,cheri,bustos,cheribustos,IL,House,17,D,1/3/2013,1/3/2019,repcheri,6,2312,0,0,1739,0.752,1,,,,1
C00498568,21329,cheri,bustos,cheribustos,IL,House,17,D,1/3/2013,1/3/2019,CheriBustos,,,,,,,1,,,,0
C00401190,20340,george,butterfield,georgebutterfield,NC,House,1,D,7/21/2004,1/3/2019,gkbutterfield,6,2951,0,0,2167,0.734,0,,,,0
C00027987,1366,robert,byrd,robertbyrd,WV,Senate,NA,D,1/3/1953,6/28/2010,robertbyrdnews,1,655,1,1,NA,NA,0,,,,0
C00545673,21376,bradley,byrne,bradleybyrne,AL,House,1,R,1/8/2014,1/3/2019,repbyrne,2,9030,0,0,7031,0.779,1,,,,1
C00545673,21376,bradley,byrne,bradleybyrne,AL,House,1,R,1/8/2014,1/3/2019,BradleyByrne,,,,,,,1,,,,0
C00257337,29323,ken,calvert,kencalvert,CA,House,42,R,1/5/1993,1/3/2019,kencalvert,1,3877,0,0,3382,0.872,1,,,,0
C00257337,29323,ken,calvert,kencalvert,CA,House,42,R,1/5/1993,1/3/2019,TeamCalvert,,,,,,,1,,,,0
C00412312,20539,john,campbell,johncampbell,CA,House,45,R,12/7/2005,1/3/2015,repjohncampbell,0,73,0,0,1,0.014,0,,,,1
C00394353,21183,francisco,canseco,franciscocanseco,TX,House,23,R,1/5/2011,1/3/2013,quicocanseco,7,55,1,1,NA,NA,0,,,,0
C00355461,20144,eric,cantor,ericcantor,VA,House,7,R,1/3/2001,8/18/2014,ericcantor,7,7722,0,1,NA,NA,1,,,,0
C00355461,20144,eric,cantor,ericcantor,VA,House,7,R,1/3/2001,8/18/2014,gopleader,3,8252,0,0,3707,0.449,1,,,1,0
C00349506,39310,maria,cantwell,mariacantwell,WA,Senate,NA,D,1/5/1993,1/3/2019,senatorcantwell,7,3453,0,0,2961,0.858,1,,,,1
C00349506,39310,maria,cantwell,mariacantwell,WA,Senate,NA,D,1/5/1993,1/3/2019,MariaCantwell,,,,,,,1,,,,0
C00347849,20146,shelley,capito,shelleycapito,WV,Senate,NA,R,1/3/2001,1/3/2021,sencapito,5,4860,0,0,4457,0.917,1,,,,1
C00347849,20146,shelley,capito,shelleycapito,WV,Senate,NA,R,1/3/2001,1/3/2021,CapitoforWV,,,,,,,1,,,,0
C00331389,29774,lois,capps,loiscapps,CA,House,24,D,3/10/1998,1/3/2017,reploiscapps,0,2769,0,0,2328,0.841,0,,,,1
C00336388,29919,michael,capuano,michaelcapuano,MA,House,7,D,1/6/1999,1/3/2019,repmikecapuano,0,138,1,0,126,0.913,1,,,,1
C00336388,29919,michael,capuano,michaelcapuano,MA,House,7,D,1/6/1999,1/3/2019,mikecapuano,,,,,,,1,,,,0
C00576041,,salud,carbajal,saludcarbajal,CA,House,24,D,,,carbajalsalud,,,,,,,,,,,
C00576041,21709,salud,carbajal,saludcarbajal,CA,House,24,D,1/3/2017,1/3/2019,repcarbajal,5,124,0,0,93,0.75,0,,,,1
C00498873,,tony,cardenas,tonycardenas,CA,House,29,D,,,Tcardenas,,,,,,,,,,,
C00498873,21309,tony,cardenas,tonycardenas,CA,House,29,D,1/3/2013,1/3/2019,repcardenas,6,6399,0,0,3656,0.571,0,,,,1
C00199836,15408,benjamin,cardin,benjamincardin,MD,Senate,NA,D,1/6/1987,1/3/2019,senatorcardin,6,7913,0,0,5688,0.719,1,,,,1
C00199836,15408,benjamin,cardin,benjamincardin,MD,Senate,NA,D,1/6/1987,1/3/2019,BenCardinforMD,,,,,,,1,,,,0
C00383794,20306,dennis,cardoza,denniscardoza,CA,House,18,D,1/7/2003,8/15/2012,repcardoza,2,170,0,0,159,0.935,0,,,,1
C00493684,20516,russ,carnahan,russcarnahan,MO,House,3,D,1/4/2005,1/3/2013,russcarnahan,2,586,0,1,NA,NA,0,,,,0
C00460899,21113,john,carney,johncarney,DE,House,1,D,1/5/2011,1/3/2017,johncarneyde,7,1712,0,0,1423,0.831,0,,,,0
C00349217,15015,thomas,carper,thomascarper,DE,Senate,NA,D,1/3/1983,1/3/2019,senatorcarper,1,5611,0,0,4934,0.879,1,,,,1
C00349217,15015,thomas,carper,thomascarper,DE,Senate,NA,D,1/3/1983,1/3/2019,TomCarperforDE,,,,,,,1,,,,0
C00442921,20757,andre,carson,andrecarson,IN,House,7,D,3/13/2008,1/3/2019,repandrecarson,7,3071,0,0,2539,0.827,1,,,,1
C00442921,20757,andre,carson,andrecarson,IN,House,7,D,3/13/2008,1/3/2019,Andre4Congress,,,,,,,1,,,,0
C00543967,21513,buddy,carter,buddycarter,GA,House,1,R,1/6/2015,1/3/2019,repbuddycarter,6,885,0,0,764,0.863,1,,,,1
C00543967,21513,buddy,carter,buddycarter,GA,House,1,R,1/6/2015,1/3/2019,Buddy_Carter,,,,,,,1,,,,0
C00371203,20356,john,carter,johncarter,TX,House,31,R,1/7/2003,1/3/2019,judgecarter,2,5240,0,0,4048,0.773,1,,,,0
C00371203,20356,john,carter,johncarter,TX,House,31,R,1/7/2003,1/3/2019,JudgeJohnCarter,,,,,,,1,,,,0
C00509968,21358,matthew,cartwright,matthewcartwright,PA,House,17,D,1/3/2013,1/3/2019,repcartwright,4,1849,1,0,1256,0.679,1,,,,1
C00509968,21358,matthew,cartwright,matthewcartwright,PA,House,17,D,1/3/2013,1/3/2019,CartwrightPA,,,,,,,1,,,,0
C00680918,20322,ed,case,edcase,HI,House,1,,,,RepEdCase,,,,,,,1,,,,1
C00680918,20322,ed,case,edcase,HI,House,1,,,,EdCaseHawaii,,,,,,,1,,,,0
C00431056,40703,robert,casey,robertcasey,PA,Senate,NA,D,1/4/2007,1/3/2019,senbobcasey,2,5183,0,0,3862,0.745,1,,,,1
C00431056,40703,robert,casey,robertcasey,PA,Senate,NA,D,1/4/2007,1/3/2019,Bob_Casey,,,,,,,1,,,,0
C00543983,20919,bill,cassidy,billcassidy,LA,Senate,NA,R,1/6/2009,1/3/2021,billcassidy,0,4423,0,0,3907,0.883,0,,,,0
C00648493,21906,sean,casten,seancasten,IL,House,6,,,,SeanCasten,,,,,,,1,,,,0
C00648493,21906,sean,casten,seancasten,IL,House,6,,,,RepCasten,,,,,,,1,,,,1
C00410761,20708,kathy,castor,kathycastor,FL,House,14,D,1/4/2007,1/3/2019,usrepkcastor,1,3132,1,0,1874,0.598,1,,,,1
C00410761,20708,kathy,castor,kathycastor,FL,House,14,D,1/4/2007,1/3/2019,KathyCastorFL,,,,,,,1,,,,0
C00497933,21362,joaquin,castro,joaquincastro,TX,House,20,D,1/3/2013,1/3/2019,joaquincastrotx,7,7967,0,0,2483,0.312,1,,,,0
C00497933,21362,joaquin,castro,joaquincastro,TX,House,20,D,1/3/2013,1/3/2019,Castro4Congress,,,,,,,1,,,,0
C00301838,29550,steve,chabot,stevechabot,OH,House,1,R,1/4/1995,1/3/2019,repstevechabot,5,2875,0,0,1823,0.634,1,,,,1
C00301838,29550,steve,chabot,stevechabot,OH,House,1,R,1/4/1995,1/3/2019,SteveChabot,,,,,,,1,,,,0
C00431684,20949,jason,chaffetz,jasonchaffetz,UT,House,3,R,1/6/2009,1/3/2019,jasoninthehouse,3,7531,0,1,NA,NA,0,,,,0
C00266932,29512,saxby,chambliss,saxbychambliss,GA,Senate,NA,R,1/4/1995,1/3/2015,saxbychambliss,7,863,0,0,734,0.851,0,,,,0
C00607556,21710,liz,cheney,lizcheney,WY,House,0,R,1/3/2017,1/3/2019,replizcheney,1,65,0,0,43,0.662,1,,,,1
C00607556,21710,liz,cheney,lizcheney,WY,House,0,R,1/3/2017,1/3/2019,Liz_Cheney,,,,,,,1,,,,0
,41307,jeffrey,chiesa,jeffreychiesa,NJ,Senate,NA,R,6/10/2013,10/31/2013,chiesanews,7,31,0,1,NA,NA,0,,,,0
C00458125,20955,judy,chu,judychu,CA,House,27,D,7/16/2009,1/3/2019,repjudychu,7,3439,0,0,2720,0.791,1,,,,1
C00458125,20955,judy,chu,judychu,CA,House,27,D,7/16/2009,1/3/2019,JudyChuCampaign,,,,,,,1,,,,0
C00476564,21172,david,cicilline,davidcicilline,RI,House,1,D,1/5/2011,1/3/2019,davidcicilline,2,13536,0,1,NA,NA,1,,,,0
C00476564,21172,david,cicilline,davidcicilline,RI,House,1,D,1/5/2011,1/3/2019,RepCicilline,,,,,,,1,,,,1
C00650648,21907,Gil,Cisneros,gilcisneros,CA,House,39,,,,RepGilCisneros,,,,,,,1,,,,1
C00650648,21907,Gil,Cisneros,gilcisneros,CA,House,39,,,,GilCisnerosCA,,,,,,,1,,,,0
C00541888,21375,katherine,clark,katherineclark,MA,House,5,D,12/12/2013,1/3/2019,repkclark,1,2897,0,0,2316,0.799,1,,,,1
C00541888,21375,katherine,clark,katherineclark,MA,House,5,D,12/12/2013,1/3/2019,KatherineClark,,,,,,,1,,,,0
C00477828,21145,hansen,clarke,hansenclarke,MI,House,13,D,1/5/2011,1/3/2013,hansenclarke,5,805,0,0,351,0.436,0,,,,0
C00415331,20733,yvette,clarke,yvetteclarke,NY,House,9,D,1/4/2007,1/3/2019,repyvetteclarke,3,9363,0,0,4784,0.511,1,,,,1
C00415331,20733,yvette,clarke,yvetteclarke,NY,House,9,D,1/4/2007,1/3/2019,VoteYvette,,,,,,,1,,,,0
C00554972,21377,curtis,clawson,curtisclawson,FL,House,19,R,6/24/2014,1/3/2017,repcurtclawson,7,1190,0,0,877,0.737,0,,,,1
C00346080,20147,lacy,clay,lacyclay,MO,House,1,D,1/3/2001,1/3/2019,lacyclaymo1,6,3868,1,0,2026,0.524,0,,,,0
C00395848,20517,emanuel,cleaver,emanuelcleaver,MO,House,5,D,1/4/2005,1/3/2019,repcleaver,0,4114,0,0,3321,0.807,1,,,,1
C00395848,20517,emanuel,cleaver,emanuelcleaver,MO,House,5,D,1/4/2005,1/3/2019,Vote4Cleaver,,,,,,,1,,,,0
C00661561,21908,ben,cline,bencline,VA,House,6,,,,RepBenCline,,,,,,,1,,,,1
C00661561,21908,ben,cline,bencline,VA,House,6,,,,Cline4Virginia,,,,,,,1,,,,0
C00358895,40105,hillary,clinton,hillaryclinton,NY,Senate,NA,D,1/3/2001,1/21/2009,hillaryclinton,0,9845,1,0,NA,NA,0,,,,0
C00255562,,james,clyburn,jamesclyburn,SC,House,6,D,,,ClyburnSC06,,,,,,,,,,,
C00255562,39301,james,clyburn,jamesclyburn,SC,House,6,D,1/5/1993,1/3/2019,clyburn,1,1820,0,0,1433,0.787,0,,,,0
C00476374,14806,daniel,coats,danielcoats,IN,Senate,NA,R,1/5/1981,1/3/2017,sendancoats,0,5137,0,0,3884,0.756,1,,,,1
C00476374,14806,daniel,coats,danielcoats,IN,Senate,NA,R,1/5/1981,1/3/2017,DanCoats,,,,,,,1,,,,0
C00198796,15092,howard,coble,howardcoble,NC,House,6,R,1/3/1985,1/3/2015,howardcoble,4,687,0,0,634,0.923,1,,,,0
C00198796,15092,howard,coble,howardcoble,NC,House,6,R,1/3/1985,1/3/2015,coble4congress,,,,,,,1,,,,0
C00409888,29555,thomas,coburn,thomascoburn,OK,Senate,NA,R,1/4/1995,1/3/2015,tomcoburn,2,0,1,0,NA,NA,1,,,,0
C00409888,29555,thomas,coburn,thomascoburn,OK,Senate,NA,R,1/4/1995,1/3/2015,CoburnForSenate,,,,,,,1,,,,0
C00091892,14009,thad,cochran,thadcochran,MS,Senate,NA,R,1/3/1973,1/3/2021,senthadcochran,0,1814,0,0,1659,0.915,0,,,,1
C00629287,20906,mike,coffman,mikecoffman,CO,House,6,R,1/6/2009,1/3/2019,repmikecoffman,1,2588,0,0,2079,0.803,1,,,,1
C00629287,20906,mike,coffman,mikecoffman,CO,House,6,R,1/6/2009,1/3/2019,coffmanforco,,,,,,,1,,,,0
C00422980,20748,steve,cohen,stevecohen,TN,House,9,D,1/4/2007,1/3/2019,repcohen,5,5803,1,0,4247,0.732,1,,,,1
C00422980,20748,steve,cohen,stevecohen,TN,House,9,D,1/4/2007,1/3/2019,ReElectCohen,,,,,,,1,,,,0
C00379735,20344,tom,cole,tomcole,OK,House,4,R,1/7/2003,1/3/2019,tomcoleok04,2,1038,0,0,861,0.829,0,,,,0
C00386458,40302,norm,coleman,normcoleman,MN,Senate,NA,R,1/7/2003,1/3/2009,senatorcoleman,0,37,1,0,NA,NA,1,,,,1
C00386458,40302,norm,coleman,normcoleman,MN,Senate,NA,R,1/7/2003,1/3/2009,normcoleman,,,,,,,1,,,,0
C00520379,21345,chris,collins,chriscollins,NY,House,27,R,1/3/2013,1/3/2019,repchriscollins,4,2963,0,0,2646,0.893,1,,,,1
C00520379,21345,chris,collins,chriscollins,NY,House,27,R,1/3/2013,1/3/2019,CollinsNY27,,,,,,,1,,,,0
C00502039,21323,doug,collins,dougcollins,GA,House,9,R,1/3/2013,1/3/2019,repdougcollins,2,2815,0,0,2285,0.812,1,,,,1
C00502039,21323,doug,collins,dougcollins,GA,House,9,R,1/3/2013,1/3/2019,Douglas_Collins,,,,,,,1,,,,0
