screen_name,tweet_id,date,date_collected,text,retweets,favorites,retweeted,divisive,id,name
SteveWorks4You,9.47E+17,12/30/2017 15:05,11/30/2018 7:13,<U+0001F3AF>EXPOSED: hopelessly compromised scientific establishment cannot be allowed to get away with the Climategate whitewash. COVER UP: Fake global warming data <U+0001F447><U+0001F3FC>https://t.co/rxP9fTJfTA,5,3,FALSE,1,SteveWorks4You9.47e+1712/30/2017 15:05,zoe
RepPeteKing,1.02E+18,7/8/2018 11:28,11/28/2018 19:32,"Sincere thanks to Suffolk County Sheriff Errol Toulon for defending ICE against vicious, slanderous attacks. Proud to work with Sheriff Toulon across party lines. MS-13 must be crushed. ICE protects innocent immigrant lives!",69,283,FALSE,1,RepPeteKing1.02e+187/8/2018 11:28,zoe
MaxineWaters,9.63E+17,2/12/2018 11:13,11/29/2018 2:05,@ursahibernicis Look at the top left corner then look at the date. Rep. Waters was not Chairwoman of the Housing Subcommittee in 2017. Dems are in the minority.  It's fabricated text posted to expired letterhead,0,2,FALSE,1,MaxineWaters9.63e+172/12/2018 11:13,zoe
KamalaHarris,7.10E+17,3/16/2016 19:50,12/6/2018 12:30,"Senate GOP is holding #SCOTUS hostage for political gain. Join me &amp; call on them to consider @POTUS’ nominee, Merrick Garland.",38,56,FALSE,1,KamalaHarris7.1e+173/16/2016 19:50,zoe
DWStweets,2.82E+17,12/19/2012 21:45,12/9/2018 12:50,The American people want a balanced approach that protects the middle class and asks the wealthy to pay their share—time for GOP to listen.,86,15,FALSE,1,DWStweets2.82e+1712/19/2012 21:45,zoe
SenJackReed,9.87E+17,4/19/2018 17:56,11/30/2018 4:42,"Grateful to @BankofAmerica for choosing not to fund makers of dangerous military-style firearms. It's a powerful &amp; meaningful step as we push back against mass shootings &amp; #GunViolence. #EnoughIsEnough
https://t.co/2CQSKPq6kK",15,32,FALSE,1,SenJackReed9.87e+174/19/2018 17:56,zoe
JoaquinCastrotx,9.61E+17,2/6/2018 20:54,12/9/2018 13:07,"RT @alexazura: Remember the bathroom bill? You know, that issue we spent 9 months on last year? The political fight that, in part, led to a…",52,0,FALSE,1,JoaquinCastrotx9.61e+172/6/2018 20:54,zoe
senorrinhatch,4.38E+17,2/25/2014 19:30,12/9/2018 15:32,Another ploy of desperate Democrats trying to change the subject from Obamacare and push populist politics ahead http://t.co/vb5XBRfpTI,3,0,FALSE,1,senorrinhatch4.38e+172/25/2014 19:30,zoe
BillCassidy,7.84E+17,10/6/2016 0:39,11/29/2018 16:53,"Isn’t destroying evidence illegal? Reasons never to trust Hillary.  #Election2016

https://t.co/rrGGeeOlkK",21,14,FALSE,1,BillCassidy7.84e+1710/6/2016 0:39,zoe
RepRandyForbes,12216423926,4/15/2010 11:00,11/28/2018 16:47,Nearly three-quarters of Americans say that the government wastes their tax dollars: http://tinyurl.com/y29g9dt.... http://bit.ly/dreZxv,0,0,FALSE,1,RepRandyForbes122164239264/15/2010 11:00,zoe
sethmoulton,9.45E+17,12/23/2017 17:02,11/30/2018 2:43,"We need a tax system that invests in new businesses that are driving economic growth and helps every American play a role in the digital economy.

Instead, #GOPTaxScam doubles down on failed policies of the past and ignores things like automation, which is making jobs disappear. https://t.co/bCsChAnpFP",38,115,FALSE,1,sethmoulton9.45e+1712/23/2017 17:02,zoe
RepAdamSchiff,8.75E+17,6/13/2017 16:06,12/9/2018 13:37,"Yesterday, we saw the President's team of rivals compete for top sycophant. Who can we count on to tell the President when he's wrong?",6563,18087,FALSE,1,RepAdamSchiff8.75e+176/13/2017 16:06,zoe
RepJayapal,1.06E+18,10/26/2018 20:53,11/29/2018 23:26,Vulnerable people are knocking on America’s doors to get in line and apply for asylum—a 100 percent lawful act. This is just more of the worst kind of political pandering by @realDonaldTrump to whip up a tiny anti-immigrant fringe. https://t.co/Zvsd1diuAt,44,110,FALSE,1,RepJayapal1.06e+1810/26/2018 20:53,zoe
RepMarciaFudge,3.51E+17,6/28/2013 17:17,12/6/2018 13:19,"Enough already of GOP obstruction, games and delay.  No jobs bills, no budget agreement and no relief on student... http://t.co/IDU4VctyPv",6,0,FALSE,1,RepMarciaFudge3.51e+176/28/2013 17:17,zoe
RepLloydDoggett,1.06E+18,11/1/2018 3:06,11/29/2018 19:23,"RT @RepLloydDoggett: Unfortunately, stories like this are now far too common, as I shared w/ @News4SA. As drug prices soar, Trump’s underwh…",16,0,FALSE,1,RepLloydDoggett1.06e+1811/1/2018 3:06,zoe
RepKevinBrady,8.59E+17,5/1/2017 18:43,12/9/2018 14:20,"RT @WaysandMeansGOP: The current tax code is a broken mess that stifles economic growth and makes America uncompetitive. 
https://t.co/sOfc…",9,0,FALSE,1,RepKevinBrady8.59e+175/1/2017 18:43,zoe
RepValDemings,8.37E+17,3/1/2017 2:32,11/28/2018 15:46,"I support thorough vetting to keep our nation safe, but President Trump's Muslim Ban is discriminatory and ineffective. #Jointsession",47,218,FALSE,1,RepValDemings8.37e+173/1/2017 2:32,zoe
TeamHeinrich,9.80E+17,3/30/2018 18:33,11/29/2018 22:25,The Trump administration is so backwards on climate change that our automakers are balking. https://t.co/A10lDcjKRZ,0,1,FALSE,1,TeamHeinrich9.8e+173/30/2018 18:33,zoe
LindseyGrahamSC,6.27E+17,7/31/2015 14:26,12/9/2018 13:20,"It's clear that this deal was poorly negotiated by a weak Commander in Chief. 
#NoNukesForIran http://t.co/NfuhYNEGs0",19,13,FALSE,1,LindseyGrahamSC6.27e+177/31/2015 14:26,zoe
garretgraves,3.63E+17,8/1/2013 18:26,11/28/2018 17:31,Why does Halliburton get off so easy when they destroy evidence? http://t.co/HEhM3LLKzy $200k fine??? #BPtrial,1,0,FALSE,1,garretgraves3.63e+178/1/2013 18:26,zoe
JerryMoran,4.75E+17,6/5/2014 14:33,11/30/2018 2:42,"Obama makes """"""""no apology"""""""" for releasing the Taliban 5, gives no explanation to American people. Unacceptable. We need facts now #Bergdahl",12,5,FALSE,1,JerryMoran4.75e+176/5/2014 14:33,zoe
DianeBlackTN,9.52E+17,1/11/2018 19:18,11/28/2018 13:27,Democrats continue to oppose Americans keeping more of their money. But #TaxCuts are working! https://t.co/xzpocxJ2XT,6,19,FALSE,1,DianeBlackTN9.52e+171/11/2018 19:18,zoe
SteveScalise,8.11E+17,12/19/2016 17:44,11/30/2018 5:44,"Anti-coal regulations hurt the livelihoods and way of life of so many Americans, and represent a setback to our energy security. #WarOnCoal",14,10,FALSE,1,SteveScalise8.11e+1712/19/2016 17:44,zoe
MaryBonoUSA,9.07E+17,9/9/2017 15:56,11/29/2018 15:21,RT @CamEdwards: Imagine being the poor SOB who paid this guy money to represent them in court. https://t.co/RYucpkqqdw,76,0,FALSE,1,MaryBonoUSA9.07e+179/9/2017 15:56,zoe
RepPerlmutter,1.06E+18,11/2/2018 17:52,11/30/2018 3:56,The American people deserve better than being misled by @realDonaldTrump and Republicans in Washington. #ForThePeople https://t.co/2Rkfe2o1Vq,13,15,FALSE,1,RepPerlmutter1.06e+1811/2/2018 17:52,zoe
davidcicilline,4.33E+17,2/9/2014 22:22,12/9/2018 12:47,@stevelemois not that facts seem to matter but voted AGAINST budget that did that.,0,0,FALSE,1,davidcicilline4.33e+172/9/2014 22:22,zoe
DonJBacon,8.99E+17,8/18/2017 14:12,11/28/2018 4:15,RT @rodledwards: Not the flip-flopper that Brad Ashford is. BTW...I am still blocked by Ashford. So much for being open and transparent #Fl…,3,0,FALSE,1,DonJBacon8.99e+178/18/2017 14:12,zoe
TimRyan,7.89E+17,10/20/2016 2:01,11/29/2018 0:03,"RT @TaraSetmayer: Trump: """"""""No one has more respect for women than me,"""""""" crowd laughs...again. #debate",245,0,FALSE,1,TimRyan7.89e+1710/20/2016 2:01,zoe
RandPaul,1.03E+18,8/24/2018 14:44,11/30/2018 3:27,RT @CR: <U+0001F525><U+0001F525><U+0001F525> @RandPaul scorches GOP leaders for blocking amendment to defund Planned Parenthood https://t.co/D842UqaDgq,1182,0,FALSE,1,RandPaul1.03e+188/24/2018 14:44,zoe
CongHuelskamp,8.25E+17,1/27/2017 18:09,11/29/2018 22:55,"Life is winning again in America. @VP @MarchForLife  @Prolife @LifeNewsHQ 
https://t.co/pHlcCbTsE9",49,84,FALSE,1,CongHuelskamp8.25e+171/27/2017 18:09,zoe
DonnaFEdwards,9.61E+17,2/7/2018 3:06,11/29/2018 19:41,"The way to avoid perjury is to tell the truth, no matter how many times how many ways you are asked about anything. Truth. So, I really don’t understand the problem Donnie Boy, whatsup? #TellTheTruth https://t.co/SlSiFpYbHs",9,26,FALSE,1,DonnaFEdwards9.61e+172/7/2018 3:06,zoe
RepHankJohnson,4.08E+17,12/3/2013 18:05,12/6/2018 13:13,"Today, I highlighted the #DoNothingGOP in Judiciary Committee: http://t.co/lkdz66QMQe",3,0,FALSE,1,RepHankJohnson4.08e+1712/3/2013 18:05,jonathan
SteveWorks4You,7.97E+17,11/11/2016 15:44,12/6/2018 14:28,"<U+0001F3AF>Love the open minded fascist- """"""""party of inclusion"""""""" are burning down our cities on Veterans Day.",2,3,FALSE,1,SteveWorks4You7.97e+1711/11/2016 15:44,jonathan
brianschatz,9.90E+17,4/27/2018 14:15,12/9/2018 12:37,"RT @alexburnsNYT: This seems like kind of a straw man ‚Äì coverage seems favorable overall, though with appropriate skepticism

But an impt.‚Ä¶",167,0,FALSE,1,brianschatz9.9e+174/27/2018 14:15,jonathan
SenWhitehouse,6.30E+17,8/7/2015 14:17,12/6/2018 14:17,FOX silenced by Koch billions too? Not a single question at last night's #GOPDebate to #climatechange deniers about Monday's #CleanPowerPlan,16,14,FALSE,1,SenWhitehouse6.3e+178/7/2015 14:17,jonathan
AllenWest,1.04E+18,9/21/2018 19:00,12/6/2018 11:40,"We are truly embroiled in an ideological Civil War, and the only way to achieve victory is at the ballot box in November. Only a resounding political defeat can crush this delusional effort, or at least set it back. https://t.co/DoQ1GyMsZ3 https://t.co/X5GHfcN1Wu",508,1285,FALSE,1,AllenWest1.04e+189/21/2018 19:00,jonathan
RepDennisRoss,2.58E+16,1/14/2011 4:33,12/6/2018 13:00,"@CONSERVATIVE_SW Scott, you have no worries from me on the 2nd Amendment.",0,0,FALSE,1,RepDennisRoss2.58e+161/14/2011 4:33,jonathan
VoteMarsha,9.68E+17,2/26/2018 1:00,12/9/2018 16:00,"I‚Äôm proud to have the endorsement of @SBAList, the nation‚Äôs top pro-life advocacy group. Our work to end the aborti‚Ä¶ https://t.co/i72k9PtDge",29,84,FALSE,1,VoteMarsha9.68e+172/26/2018 1:00,jonathan
JackKingston,9.39E+17,12/9/2017 1:50,11/30/2018 0:25,.#TrumpCritics couldn‚Äôt even compliment #FLOTUS on #WhiteHouse Christmas decorations. But my daughter Ann liked them. https://t.co/shxfc1oDh9,5,32,FALSE,1,JackKingston9.39e+1712/9/2017 1:50,jonathan
TeamSheaPorter,8.67E+17,5/23/2017 2:08,12/9/2018 15:49,Donald Trump's budget proposal breaks his promise to not cut Social Security https://t.co/RbY6eGw6Wu via @voxdotcom,13,13,FALSE,1,TeamSheaPorter8.67e+175/23/2017 2:08,jonathan
AGBecerra,8.86E+17,7/13/2017 22:02,12/9/2018 12:29,@BetsyDeVosED Unscrupulous #forprofit purveyors of a sham college education are celebrating and the American Dream is playing defense,4,11,FALSE,1,AGBecerra8.86e+177/13/2017 22:02,jonathan
repdinatitus,3.62E+17,7/30/2013 15:34,12/9/2018 14:01,"Happy Birthday, #Medicare! Nevadans w/ #Medicare have saved nearly $41M on prescription drugs BC of #ACA. @AARPNV @AARP",5,1,FALSE,1,repdinatitus3.62e+177/30/2013 15:34,jonathan
senrobportman,9.38E+17,12/5/2017 16:41,11/30/2018 4:13,.@Alvis180 has helped provide support and hope to thousands of individuals who are returning to their communities after having spent time in the criminal justice system. Proud to support them. #Ohio https://t.co/4S7aVi2QKo,5,15,FALSE,1,senrobportman9.38e+1712/5/2017 16:41,jonathan
tedlieu,9.41E+17,12/14/2017 17:20,12/9/2018 15:51,Today is Thursday. That means we all need to ask again: Why does Jared Kushner still have a security clearance? https://t.co/DqO2JWy2Om,4007,11123,FALSE,1,tedlieu9.41e+1712/14/2017 17:20,jonathan
RepAdams,1.01E+18,6/25/2018 21:57,12/9/2018 13:37,The Tax Cuts and Jobs Act is projected to raise the deficit 1 trillion dollars by 2019. Permanent tax cuts to corpo‚Ä¶ https://t.co/xgk37JQ4gS,9,8,FALSE,1,RepAdams1.01e+186/25/2018 21:57,jonathan
GabbyGiffords,1.73E+16,12/21/2010 20:26,12/9/2018 12:59,Hey @Jordanfabian! Thanks for the mention in today‚Äôs @thehill http://ow.ly/3sMmf,1,0,FALSE,1,GabbyGiffords1.73e+1612/21/2010 20:26,jonathan
alfranken,5.21E+17,10/13/2014 1:08,11/28/2018 17:01,No-excuse absentee voting in #MN? It‚Äôs awesome. Find out how you can get started here: http://t.co/d8X04n4NVi,29,22,FALSE,1,alfranken5.21e+1710/13/2014 1:08,jonathan
RepTedDeutch,6.95E+17,2/4/2016 20:26,12/6/2018 13:33,Proud to receive A rating in 2015 from @NEAToday - In 2016 I'll continue to support public education &amp; our educators https://t.co/3WfZvOZhVR,3,3,FALSE,1,RepTedDeutch6.95e+172/4/2016 20:26,jonathan
ChuckGrassley,3472273538,8/22/2009 14:25,12/6/2018 11:48,Sure happy I voted agst car/clunker bill now that Obama is suspending bill bc it is not administrable. He ought to rethink govt run health,0,3,FALSE,1,ChuckGrassley34722735388/22/2009 14:25,jonathan
ToddRokita,3.00E+17,2/9/2013 12:40,12/6/2018 14:32,Live at 10:30a on @larry_kudlow radio to discuss #Medicaid. Listen live: http://t.co/O8wOq0QX. Airs on @93wibc at 6:30 pm.,0,0,FALSE,1,ToddRokita3e+172/9/2013 12:40,jonathan
BettyMcCollum04,4.38E+17,2/25/2014 14:46,12/9/2018 12:36,Great to see the President correct this past discrimination and honor the service of these deserving veterans. http://t.co/PyOgsBwcik,1,0,FALSE,1,BettyMcCollum044.38e+172/25/2014 14:46,jonathan
RepMaloney,1.06E+18,11/8/2018 20:08,11/30/2018 1:41,@openletterbot @SenSchumer @SenGillibrand We must make sure the Mueller investigation can cont to its completion w/o political or undue influence. I am continuing to push for legislation that will protect the investigation &amp; supporting committee inquiries to get answers as to how and why AG Sessions was forced to resign.,0,0,FALSE,1,RepMaloney1.06e+1811/8/2018 20:08,jonathan
SenWhitehouse,2.11E+17,6/8/2012 19:36,12/9/2018 15:39,Curious about the amicus brief Sheldon just mentioned at #NN12? The one he filed with Senator John McCain? Details: http://t.co/IGEfx0Ke,1,0,FALSE,1,SenWhitehouse2.11e+176/8/2012 19:36,jonathan
RepMaloney,9.59E+17,2/2/2018 16:24,12/9/2018 14:31,@POTUS needs to stop holding #Dreamers like my #SOTU guest Diego hostage in order to build a wasteful wall and end‚Ä¶ https://t.co/IjeuKxtTrT,2,1,FALSE,1,RepMaloney9.59e+172/2/2018 16:24,jonathan
BobbyScott,4.01E+17,11/15/2013 21:14,12/6/2018 11:44,Voted against House #GOP's latest attempt to sabotage #Obamacare. Full statement here:  http://t.co/tcEYUChP7T,2,1,FALSE,1,BobbyScott4.01e+1711/15/2013 21:14,jonathan
keithellison,8.27E+17,2/1/2017 12:24,12/6/2018 12:32,Question: why is @realDonaldTrump suddenly shy about calling his #MuslimBan a Muslim ban?,266,878,FALSE,1,keithellison8.27e+172/1/2017 12:24,jonathan
TeamRoby,26772646521,10/8/2010 18:04,11/28/2018 23:33,Martha on Latest Job Numbers: Dem Economic Policies Are Stifling Job Creation http://ping.fm/1t3By,0,0,FALSE,1,TeamRoby2677264652110/8/2010 18:04,jonathan
SpeakerBoehner,6.07E+17,6/4/2015 19:11,12/9/2018 15:46,"Democrats are blocking a pay raise for our troops. http://t.co/q6oQZwm89i To them, this is just politics as usual &amp; that‚Äôs a shame.",42,26,FALSE,1,SpeakerBoehner6.07e+176/4/2015 19:11,jonathan
RepJoeCourtney,1.06E+18,10/26/2018 16:35,12/9/2018 14:17,"This month marks 20 years since the death of Matthew Shepard, a young gay man who was brutally murdered, and whose‚Ä¶ https://t.co/3KiFDs3bPV",8,21,FALSE,1,RepJoeCourtney1.06e+1810/26/2018 16:35,jonathan
AllenWest,7.49E+17,6/30/2016 15:57,12/6/2018 11:41,What Mitch McConnell just said about Hillary will make your blood BOIL https://t.co/af2b8S1y3q https://t.co/D3uBBUKQ8K,85,78,FALSE,1,AllenWest7.49e+176/30/2016 15:57,jonathan
SenTedCruz,3.85E+17,9/30/2013 12:47,12/6/2018 14:16,Obamacare is the biggest job killer in this country &amp; Americans are hurting because of it. It's time to #MakeDCListen http://t.co/NEKVa40oZ2,572,159,FALSE,1,SenTedCruz3.85e+179/30/2013 12:47,jonathan
RepMcNerney,9.41E+17,12/13/2017 21:34,11/28/2018 21:33,". @AjitPaiFCC denied my request to address the @FCC. He also denied my request, and the requests of members from both sides of the aisle, to speak with him before the #NetNeutrality vote tomorrow. Shutting out members of Congress is also shutting out the Americans we represent.",513,711,FALSE,1,RepMcNerney9.41e+1712/13/2017 21:34,jonathan
tedlieu,9.55E+17,1/20/2018 20:18,12/9/2018 15:51,"A #stablegenius would not have allowed the #TrumpShutdown to occur, increasing even more the massive number of prot‚Ä¶ https://t.co/EWOjWHWcoN",2128,5227,FALSE,1,tedlieu9.55e+171/20/2018 20:18,jonathan
repdonyoung,5.69E+17,2/20/2015 23:21,11/29/2018 2:36,Met with a group of AK tax preparers &amp; IRS taxpayer advocates 2 discuss complications w/ filing taxes under Obamacare http://t.co/nAnujFvluL,6,1,FALSE,1,repdonyoung5.69e+172/20/2015 23:21,jonathan
janschakowsky,5.24E+17,10/20/2014 20:09,12/6/2018 12:17,Another reason to pass http://t.co/uX4FjS3FAY! @HuffingtonPost: $10.10 Min Wage Would Save $7.6 Billion http://t.co/gXLcSHSoAU #RaiseTheWage,2,0,FALSE,1,janschakowsky5.24e+1710/20/2014 20:09,jonathan
chelliepingree,9.92E+17,5/4/2018 20:09,11/30/2018 3:58,"I‚Äôve supported concrete and comprehensive proposals to bring Rx drug costs down. If President Trump really wants to make a difference, he‚Äôll show his support for these proposals next week.",3,8,FALSE,1,chelliepingree9.92e+175/4/2018 20:09,jonathan
WhipHoyer,1.00E+18,6/1/2018 16:38,11/29/2018 22:42,RT @RepBarbaraLee: At @BontonFarms in Dallas for the first stop in our Poverty Task Force #ListeningTour. In order for families to climb #O‚Ä¶,18,0,FALSE,1,WhipHoyer1e+186/1/2018 16:38,jonathan
TomRooney,3.97E+17,11/4/2013 22:05,11/28/2018 23:34,"""""""""ridiculous that people over age 50 are required to carry maternity care coverage, which makes premiums higher."""""""" #FL17ObamacareStories",4,0,FALSE,1,TomRooney3.97e+1711/4/2013 22:05,jonathan
MarthaMcSally,1.05E+18,10/16/2018 1:49,11/28/2018 21:34,"Kyrsten Sinema voted against border security bills that would have ended family separation. 

Kyrsten Sinema. Talks Independent. Votes Liberal. #AZSEN",51,84,FALSE,1,MarthaMcSally1.05e+1810/16/2018 1:49,jonathan
EllisonCampaign,8.25E+17,1/26/2017 23:06,11/29/2018 19:53,Working families are under attack in MO. Call Gov. Eric Greitens and tell him to veto Right to Work: (573) 751-3222 https://t.co/ArR0pqupDM,43,36,FALSE,1,EllisonCampaign8.25e+171/26/2017 23:06,jonathan
MartinHeinrich,8.54E+17,4/18/2017 17:40,12/6/2018 12:43,This morning I heard from immigrant advocates in Las Cruces who are seeing the harmful effects of President Trump's‚Ä¶ https://t.co/yJX8zF5dvZ,21,44,FALSE,1,MartinHeinrich8.54e+174/18/2017 17:40,jonathan
ChrisMurphyCT,7.58E+17,7/26/2016 15:57,12/6/2018 11:48,Great to talk with @ShuttleCDRKelly and @resp_solutions about how we can work to close loopholes in our nation's gun laws.,29,104,FALSE,1,ChrisMurphyCT7.58e+177/26/2016 15:57,jonathan
SenBobCasey,9.19E+17,10/12/2017 15:51,11/29/2018 16:52,They have a maniacal obsession with repealing the Affordable Care Act. That obsession is harming families across the nation.,224,468,FALSE,1,SenBobCasey9.19e+1710/12/2017 15:51,jonathan
tedlieu,9.28E+17,11/7/2017 15:04,12/9/2018 15:51,"@benshapiro I would not walk out of a funeral. But I will walk out of a moment of silence, and I will do it again u‚Ä¶ https://t.co/jwMSeWv1B5",29,101,FALSE,1,tedlieu9.28e+1711/7/2017 15:04,jonathan
FrankPallone,6.95E+17,2/4/2016 0:46,12/9/2018 12:51,Spoke w/ Dept. of @Interior Asst Sec Janice Schneider today to reiterate my opposition to reckless Atlantic offshore drilling proposals,3,5,FALSE,1,FrankPallone6.95e+172/4/2016 0:46,jonathan
SenatorLeahy,8.80E+17,6/27/2017 14:59,12/6/2018 13:59,"'Anti-Science Know-Nothingism' ‚Äì Vice Chair Leahy Slams Trump Budget To Gut #EPA, In Approps Hg W. EPA Adm. Pruitt‚Ä¶ https://t.co/aaI5H1DL4T",18,37,FALSE,1,SenatorLeahy8.8e+176/27/2017 14:59,jonathan
RepBrendanBoyle,8.14E+17,12/29/2016 1:45,12/9/2018 13:48,Right now @cspan is re-airing the hearing we had on the Flint water crisis - one of the most important hearings last term @OversightDems,1,8,FALSE,1,RepBrendanBoyle8.14e+1712/29/2016 1:45,jonathan
TeamCornyn,4.28E+17,1/29/2014 3:06,12/9/2018 15:49,President Obama's agenda has lost him the support of millennials: http://t.co/npI22NRI5C #SOTU #Cornyn4TX,10,3,FALSE,1,TeamCornyn4.28e+171/29/2014 3:06,jonathan
ChrisMurphyCT,3.84E+17,9/28/2013 16:46,12/9/2018 12:44,Dear House Republicans - this is not a game. This is people's jobs. This is people's lives. This is real life.,82,46,FALSE,1,ChrisMurphyCT3.84e+179/28/2013 16:46,jonathan
GeorgeHolding,1.88E+17,4/4/2012 16:21,11/28/2018 18:31,"New radio ad, ‚ÄúChristian Family Values‚Äù. #familyvalues http://t.co/A87OOToT",0,0,FALSE,1,GeorgeHolding1.88e+174/4/2012 16:21,jonathan
RepDavidEPrice,8.89E+17,7/24/2017 13:05,11/30/2018 4:26,RT @NancyPelosi: Too many Americans are struggling with a rigged economy. Democrats are committed to giving them #ABetterDeal. https://t.co‚Ä¶,1472,0,FALSE,1,RepDavidEPrice8.89e+177/24/2017 13:05,jonathan
ericswalwell,1.03E+18,8/6/2018 20:12,11/30/2018 7:14,"This is gibberish. Clearly, Trump knows nothing at all about firefighting, about environmental protection, or really, about California.
https://t.co/d3BheFrM9i",338,1235,FALSE,1,ericswalwell1.03e+188/6/2018 20:12,jonathan
JohnCornyn,3.93E+17,10/24/2013 14:31,12/6/2018 12:28,What If Millennials Start to Hate Obamacare? http://t.co/LJsasRL9VG via @nationaljournal,7,1,FALSE,1,JohnCornyn3.93e+1710/24/2013 14:31,jonathan
senatemajldr,6.50E+17,10/1/2015 17:11,11/30/2018 2:12,RT if you agree that #Democrats should not block critical Veterans‚Äô funding. #SupportOurVets http://t.co/SQXj7RXZYh,53,28,FALSE,1,senatemajldr6.5e+1710/1/2015 17:11,jonathan
davidcicilline,8.38E+17,3/4/2017 23:23,12/9/2018 12:47,@cmullen97 Are you serious? Of course I stood up for a fallen hero.,1,1,FALSE,1,davidcicilline8.38e+173/4/2017 23:23,jonathan
RepRonEstes,9.90E+17,4/26/2018 20:22,11/28/2018 16:30,"I didn't agree with a number of provisions in last month‚Äôs omnibus bill, but I‚Äôm proud that it funded KC-46 tankers for @22ARW. I am committed to continuing our efforts to fund additional KC-46 aircraft and rebuild our military. https://t.co/oYmdjquGYY",3,4,FALSE,1,RepRonEstes9.9e+174/26/2018 20:22,jonathan
RepJerryNadler,1.02E+18,7/20/2018 11:53,12/9/2018 14:17,RT @RepJerryNadler: Proud to be a founding member of the #MedicareForAll Caucus and look forward to working w/ my colleagues @RepJayapal @R‚Ä¶,94,0,FALSE,1,RepJerryNadler1.02e+187/20/2018 11:53,jonathan
tedlieu,1.06E+18,10/26/2018 15:53,11/30/2018 1:12,@GardnerShea @POTUS We can't do that unless we flip the House. Help us flip the House.,12,24,FALSE,1,tedlieu1.06e+1810/26/2018 15:53,jonathan
RepLoisFrankel,1.01E+18,6/19/2018 19:00,12/9/2018 14:23,"Last year, the @HouseGOP voted to rip protections away from millions of Americans with pre-existing conditions. Now‚Ä¶ https://t.co/2Ts4iQ8N5K",2,1,FALSE,1,RepLoisFrankel1.01e+186/19/2018 19:00,jonathan
SenSanders,1.35E+17,11/11/2011 0:38,12/9/2018 15:34,Will Democrats choose to snatch defeat from the jaws of victory? http://t.co/jmYwch9N #dems #budget #supercommittee,34,7,FALSE,1,SenSanders1.35e+1711/11/2011 0:38,jonathan
repmarkpocan,1.04E+18,9/17/2018 15:09,11/30/2018 4:12,"As the Saudis use famine as a weapon of war, starving millions of innocent Yemenis to near death, the U.S. refuels, coordinates and provides bombs for Saudi airstrikes.

The House must debate and vote on removing U.S. forces from this senseless conflict.
https://t.co/NZFQTMRbCa",42,69,FALSE,1,repmarkpocan1.04e+189/17/2018 15:09,jonathan
Westmoreland_GA,2.94E+17,1/23/2013 18:40,12/6/2018 14:34,"Almost 4yrs since Senate Dems passed a budget, so today House Repubs passed a bill to hold their feet to the fire. http://t.co/CbvY1V5K",5,1,FALSE,1,Westmoreland_GA2.94e+171/23/2013 18:40,jonathan
treyradel,1.02E+18,7/16/2018 16:54,11/30/2018 4:28,"I watched entire interview w Ms. Ocasio-Cortez. I wanted depth &amp; persuasive arguments, even if I disagree w her. Unfortunately, it's all typical political speak """"""""need conversations"""""""" """"""""should look at that"""""""" """"""""I'm not an expert but"""""""" Disappointing on many levels
https://t.co/jxk2o42lVW",1,2,FALSE,1,treyradel1.02e+187/16/2018 16:54,jonathan
SenatorKirk,5.71E+17,2/26/2015 21:32,11/30/2018 0:26,"Amid #IranTalks Iran practices killing US aircraft carrier w/ 5,000 Americans on board http://t.co/eswlu3GLrH VIDEO: http://t.co/wLwqR4tytX",14,4,FALSE,1,SenatorKirk5.71e+172/26/2015 21:32,jonathan
SpeakerRyan,9.01E+17,8/24/2017 13:14,11/30/2018 5:42,"RT @WaysandMeansGOP: RT if you agree <U+27A1><U+FE0F> Our tax code is a complicated mess that enables a broken tax collector.
https://t.co/bM92oGBs3O htt‚Ä¶",507,0,FALSE,1,SpeakerRyan9.01e+178/24/2017 13:14,jonathan
MaryLandrieu,4.97E+17,8/6/2014 14:50,11/28/2018 20:03,Sen. Landrieu‚Äôs message is the only 1 that comes with a proven record of achievement for LA in the Senate &gt;&gt; http://t.co/2IlKuZvEPs #lasen,10,3,FALSE,1,MaryLandrieu4.97e+178/6/2014 14:50,jonathan
RepLawrence,6.54E+17,10/12/2015 14:48,12/9/2018 14:22,RT @RepBeatty: FACT: @HouseGOP continues to threaten economy w/ more dysfunction &amp; obstruction! http://t.co/te0vHXmMb0,3,0,FALSE,1,RepLawrence6.54e+1710/12/2015 14:48,jonathan
RepJayapal,9.66E+17,2/21/2018 17:45,12/6/2018 13:13,"Today, we have government-sanctioned hate coming from the White House and a president who equates white supremacist‚Ä¶ https://t.co/bh0IN6XJPf",4,5,FALSE,1,RepJayapal9.66e+172/21/2018 17:45,jonathan
AllenWest,7.32E+17,5/14/2016 22:48,12/6/2018 11:40,"Oh boy: Look what the protester who RUSHED Trump onstage is doing NOW
https://t.co/9Vyo1pwDBi https://t.co/2Ru5N0bEw9",123,129,FALSE,1,AllenWest7.32e+175/14/2016 22:48,jonathan
JoeBiden,8.87E+17,7/17/2017 22:30,11/28/2018 10:52,"@washingtonpost By denying this right, Republican leadership‚Äôs ‚Äúhealth‚Äù bill is fundamentally flawed. It can‚Äôt even be fixed on the floor.",232,762,FALSE,1,JoeBiden8.87e+177/17/2017 22:30,jonathan
